19:58:34.474179;0;0;0;0;0;0;2;0;0;0;0;0;0;0;
19:58:39.472527;1;101;1;44;6;724;4;0;0;0;0;0;0;0;
19:58:44.471726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
19:58:49.471566;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
19:58:54.482520;0;0;0;0;0;0;3;0;0;0;0;0;0;0;
19:58:59.471884;0;0;0;0;6;723;3;0;0;0;0;0;0;0;
19:59:04.472373;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
19:59:09.471730;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
19:59:14.476522;0;0;0;0;0;0;3;0;0;0;0;0;0;0;
19:59:19.471762;0;0;0;0;6;719;3;0;0;0;0;0;0;0;
19:59:24.471791;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
19:59:29.472283;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
19:59:34.475894;0;0;0;0;0;0;3;0;0;0;0;0;0;0;
19:59:41.757272;5;404;7;548;6;718;3;0;13;0;0;13;0;0;
19:59:44.472685;3;231;1;87;0;0;0;0;0;0;0;0;0;0;
19:59:49.472775;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
19:59:54.505205;0;0;0;0;1;120;6;0;0;0;0;0;0;0;
19:59:59.472870;0;0;0;0;7;722;2;0;0;0;0;0;0;0;
20:00:04.472442;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
20:00:09.472248;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
20:00:14.484103;0;0;0;0;0;0;5;0;0;0;0;0;0;0;
20:00:19.471564;0;0;0;0;10;1191;5;0;0;0;0;0;0;0;
20:00:24.472586;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
20:00:29.472759;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
20:00:34.484242;0;0;0;0;0;0;5;0;0;0;0;0;0;0;
20:00:39.472376;0;0;0;0;10;1195;5;0;0;0;0;0;0;0;
20:00:44.472717;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
20:00:49.471739;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
20:00:54.484617;0;0;0;0;0;0;5;0;0;0;0;0;0;0;
20:00:59.472310;0;0;0;0;10;1181;5;0;0;0;0;0;0;0;
20:01:04.472644;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
20:01:09.471748;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
20:01:14.483458;0;0;0;0;0;0;5;0;0;0;0;0;0;0;
20:01:19.472155;0;0;0;0;10;1194;5;0;0;0;0;0;0;0;
20:01:24.471691;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
20:01:29.471733;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
20:01:34.493578;0;0;0;0;0;0;5;0;0;0;0;0;0;0;
20:01:39.472481;0;0;0;0;10;1193;5;0;0;0;0;0;0;0;
20:01:44.472830;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
20:01:49.471756;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
20:01:54.476679;0;0;0;0;0;0;2;0;0;0;0;0;0;0;
20:01:59.472796;0;0;0;0;10;1191;8;0;0;0;0;0;0;0;
20:02:04.472574;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
20:02:09.471562;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
20:02:14.476380;0;0;0;0;0;0;3;0;0;0;0;0;0;0;
20:02:19.472828;0;0;0;0;10;1194;7;0;0;0;0;0;0;0;
20:02:24.471929;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
20:02:29.471953;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
20:02:34.483630;0;0;0;0;0;0;5;0;0;0;0;0;0;0;
20:02:39.471739;6;502;5;271;10;1208;5;0;2;0;0;2;0;0;
20:02:44.472015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
20:02:49.471714;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
20:02:54.478749;0;0;0;0;0;0;3;0;0;0;0;0;0;0;
20:02:59.472529;0;0;0;0;6;722;3;0;0;0;0;0;0;0;
20:03:04.472102;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
20:03:09.472276;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
20:03:14.478853;1;101;1;44;0;0;3;0;0;0;0;0;0;0;
